cpg,Trophoblasts,Stromal,Hofbauer,Endothelial,nRBC,Syncytiotrophoblast
cg16068038,0.121566696,0.792032155,0.870539933,0.873777921,0.959573892,0.122641235
cg10652674,0.178257526,0.951716037,0.911019098,0.926576736,0.905178569,0.099139635
cg11944110,0.186331566,0.966509265,0.92617373,0.933833197,0.891564997,0.085056719
cg24730157,0.198555513,0.969450242,0.922806083,0.918133163,0.960265488,0.092362618
cg09450200,0.204297264,0.959329717,0.92431212,0.934838213,0.945419818,0.148338423
cg00180684,0.12723925,0.808437947,0.866857843,0.867846942,0.927888974,0.05905684
cg25964180,0.133945717,0.886746857,0.893488032,0.796219166,0.897896462,0.073645691
cg03221366,0.206993959,0.943157464,0.929329341,0.927862886,0.92904896,0.212928725
cg16765600,0.165222456,0.885804951,0.900474625,0.886396926,0.928010156,0.083080771
cg27628891,0.187753642,0.917183264,0.902982557,0.908129688,0.964962175,0.11133647
cg23873415,0.193177273,0.949255607,0.908540797,0.905284642,0.939260536,0.097082412
cg08398691,0.117447362,0.906270003,0.833977088,0.816740164,0.803964808,0.069356079
cg21344537,0.176963977,0.921407082,0.886112161,0.903371294,0.877096626,0.173992893
cg18362281,0.192192391,0.941189724,0.887454831,0.922365119,0.948114701,0.086305463
cg12053296,0.155417884,0.913172562,0.829441312,0.877483167,0.925255748,0.093815726
cg05898123,0.133859709,0.898158793,0.840337627,0.848176744,0.8617852,0.043420787
cg03102386,0.157312026,0.921117491,0.893053673,0.914611183,0.753787667,0.076527064
cg11436025,0.215232234,0.959693893,0.930225851,0.933826803,0.959053352,0.094340933
cg14795528,0.196331861,0.944735595,0.900696996,0.906509473,0.932304052,0.143078539
cg18183817,0.208539686,0.919070893,0.943179485,0.944857103,0.929703583,0.110087025
cg08840441,0.173253089,0.932661334,0.857856351,0.920493384,0.879335142,0.068720693
cg13473894,0.211797534,0.963947496,0.894805035,0.930263132,0.956542,0.138586797
cg22800400,0.196187287,0.936841789,0.895934167,0.920257472,0.755795863,0.478959942
cg07724259,0.176040181,0.899240565,0.887257947,0.889431258,0.930031814,0.088966126
cg03347739,0.218034987,0.903032134,0.926186132,0.908967635,0.937091201,0.444019533
cg26314566,0.241791582,0.979960142,0.940521947,0.966728587,0.982430578,0.113848963
cg04111078,0.204689953,0.931703737,0.923217991,0.94486895,0.888470036,0.100877732
cg02263377,0.101076244,0.768357091,0.877868714,0.786025155,0.856287707,0.041284557
cg03953626,0.903732121,0.110840736,0.17101465,0.125662956,0.017375278,0.965083102
cg06833110,0.836108112,0.043701781,0.105069558,0.08779696,0.02177685,0.945193963
cg22169990,0.823536519,0.038720217,0.091277723,0.054867803,0.048783303,0.951913229
cg18586886,0.826547397,0.056956137,0.100265539,0.066052475,0.017494899,0.942188585
cg18430555,0.875323908,0.185264999,0.089188761,0.138646513,0.057446391,0.958965059
cg03190219,0.826311296,0.039245863,0.139320051,0.07143942,0.028456671,0.941061549
cg00765705,0.842350446,0.072643661,0.109474123,0.08088209,0.118483203,0.945291176
cg07813142,0.836820394,0.056670242,0.135541976,0.115262984,0.035840508,0.914137439
cg02017926,0.832187319,0.089467949,0.124704659,0.078665335,0.026135782,0.933993841
cg21629500,0.799961961,0.042822025,0.074843107,0.076037078,0.026883521,0.913821914
cg08382226,0.815706647,0.05647051,0.113762015,0.07290049,0.046295665,0.919965014
cg27005749,0.793514402,0.029245435,0.089750444,0.054795592,0.035328512,0.91119711
cg15474402,0.806120019,0.040218556,0.101097399,0.051305249,0.083980554,0.929762822
cg01545587,0.80058962,0.048234731,0.09520814,0.059175026,0.03681902,0.915171492
cg10380328,0.798861555,0.082357527,0.059082101,0.055514546,0.032468721,0.923383915
cg23663774,0.791655659,0.036899424,0.085969876,0.05307602,0.031124797,0.907460621
cg26017930,0.833021093,0.078862913,0.166056914,0.079219327,0.04116427,0.941413282
cg08957069,0.911034294,0.319335378,0.15844651,0.144139294,0.044735761,0.967820046
cg03140412,0.795196916,0.0346292,0.089941815,0.064965728,0.042236073,0.925675536
cg10828660,0.802422508,0.058826454,0.098249808,0.053679489,0.050705367,0.941618697
cg07211212,0.782584305,0.029898129,0.083511756,0.044561211,0.026599566,0.914683298
cg12749132,0.792859241,0.038717311,0.087922133,0.06680358,0.030787393,0.928498724
cg27260772,0.804228123,0.063109003,0.094653235,0.088031036,0.041712473,0.878556424
cg01665555,0.806107506,0.063008495,0.110384493,0.072977576,0.032344326,0.931277683
cg03896589,0.825596403,0.138274939,0.098600951,0.077853875,0.06670724,0.898544994
cg00587009,0.826791249,0.100315396,0.107857087,0.091225354,0.089036048,0.929987681
cg16629469,0.804627548,0.06411514,0.102032526,0.075097583,0.059844147,0.917598292
cg03712541,0.817862556,0.051110568,0.143333615,0.120418913,0.022254529,0.918938168
cg01791371,0.78681966,0.038201472,0.092007434,0.065835963,0.03010073,0.913724994
cg18232722,0.847670167,0.074365336,0.215373352,0.103954098,0.073369226,0.960921972
cg08887400,0.778248666,0.035512432,0.086632956,0.053147853,0.024795775,0.892107412
cg02454890,0.77530791,0.036469226,0.075524049,0.050990919,0.033916998,0.914562446
cg25371919,0.774050884,0.069731741,0.058452011,0.03726564,0.024824523,0.908622185
cg09462924,0.796165597,0.038161666,0.132289669,0.083006076,0.022348491,0.902782812
cg22399133,0.83943328,0.119067376,0.155205677,0.136686686,0.032728218,0.928211578
cg04021697,0.777291363,0.035398172,0.094541073,0.057881496,0.028556427,0.897383356
cg22619763,0.816205142,0.083574041,0.124239777,0.094891682,0.072743257,0.936100066
cg21766898,0.811726041,0.079076179,0.129746488,0.095559308,0.047751021,0.920155911
cg08086720,0.803606742,0.12123504,0.10312478,0.0605158,0.030480181,0.91450347
cg05398903,0.785688237,0.09638816,0.078442183,0.048153003,0.026881696,0.899064049
cg13547268,0.809443688,0.061894388,0.139374925,0.11188048,0.024568612,0.918947901
cg06888746,0.82084357,0.216855885,0.074839571,0.052809281,0.037573607,0.946653844
cg11433622,0.765180612,0.032490106,0.077978913,0.046387074,0.019980701,0.917176822
cg10967023,0.815332024,0.184194857,0.081783572,0.070002476,0.030093086,0.950725857
cg26615127,0.791848947,0.054487631,0.121184236,0.093761682,0.039704039,0.841646459
cg10958362,0.832539347,0.114664759,0.125321258,0.156429401,0.05470865,0.924506464
cg13916459,0.772682328,0.042426488,0.069967828,0.05213806,0.061936574,0.921403268
cg25947619,0.761750838,0.031598519,0.072938468,0.039954672,0.035771221,0.896426998
cg18465484,0.802468982,0.060234905,0.124003497,0.096440307,0.053317103,0.934884303
cg05224741,0.758565017,0.032244646,0.060936842,0.042955674,0.023371862,0.909062021
cg07538039,0.884905834,0.07200439,0.961657828,0.909838198,0.936459619,0.953246813
cg05956452,0.800571979,0.048675463,0.945064665,0.898180635,0.960268224,0.922521436
cg05588903,0.826838678,0.05044005,0.943477037,0.890421694,0.919620674,0.952183453
cg02242345,0.890883009,0.092332976,0.967557344,0.945670109,0.931338868,0.959663547
cg25670583,0.797316092,0.046755019,0.929985366,0.891598261,0.94575637,0.918385586
cg02666566,0.881578577,0.095822168,0.961127741,0.935111675,0.969978036,0.958534163
cg17947992,0.84393087,0.081823865,0.953747279,0.916753297,0.95630411,0.947210672
cg21926619,0.891840123,0.096001996,0.954736437,0.886701585,0.971798311,0.965438243
cg18837542,0.779872927,0.046601822,0.927014313,0.858719687,0.928849164,0.922410164
cg22109796,0.852598289,0.071697623,0.932444229,0.902453554,0.871505391,0.930679888
cg04133132,0.822660562,0.067933429,0.922155086,0.908178511,0.907233752,0.916122551
cg18065686,0.818671955,0.05431635,0.907960805,0.867269589,0.918310049,0.897337491
cg13121428,0.824842637,0.071316351,0.923222175,0.896366205,0.932062218,0.923090947
cg13042918,0.862807003,0.096695627,0.958697413,0.90733565,0.938337133,0.954433868
cg26975184,0.903687639,0.120552808,0.960370332,0.93952196,0.930890325,0.96468679
cg00283857,0.82334138,0.079732361,0.930212905,0.893133222,0.946996376,0.928793935
cg22684370,0.841948937,0.08863243,0.931220447,0.907777247,0.941039959,0.933588003
cg18576301,0.82960064,0.063718875,0.915965106,0.832248136,0.925054683,0.917643291
cg08201451,0.8442157,0.093344237,0.935720158,0.923103177,0.88348522,0.94308646
cg07866001,0.839587696,0.07181192,0.909989916,0.876538079,0.881448645,0.919502479
cg21497060,0.856396308,0.07930503,0.924942253,0.871660921,0.884615565,0.916638611
cg24250374,0.862683325,0.104701039,0.940103602,0.927195945,0.914513172,0.916150035
cg14588738,0.833543626,0.069400268,0.920296034,0.876024885,0.862027355,0.891255274
cg02400009,0.829741612,0.100367348,0.937180767,0.926824788,0.931905374,0.933690653
cg24338920,0.85156705,0.063342158,0.930627952,0.889547836,0.720661837,0.929506921
cg08006672,0.819444877,0.068115824,0.833329254,0.889431486,0.974698699,0.931378332
cg00211625,0.825738776,0.05357298,0.942045443,0.736842832,0.938096227,0.941855627
cg07132086,0.843254654,0.086604905,0.932049133,0.896187156,0.865546702,0.932427128
cg02299195,0.851144968,0.08293976,0.942863158,0.831572782,0.919323424,0.932334761
cg21132587,0.887660195,0.095116063,0.901725207,0.896418612,0.889769429,0.928530103
cg10782206,0.801184664,0.065521221,0.901099706,0.873937264,0.904026342,0.880997886
cg16985233,0.856927605,0.082384711,0.931321801,0.878430377,0.840135948,0.896971668
cg18002126,0.712587068,0.055412267,0.91382267,0.865641076,0.946854875,0.908272079
cg27308218,0.861450165,0.090025579,0.922761734,0.88183031,0.863990368,0.914160666
cg09215588,0.818065316,0.078235954,0.914860547,0.895620947,0.844700886,0.917024891
cg01198391,0.84254827,0.085868125,0.926949352,0.880636359,0.846105515,0.931483194
cg00819233,0.770022009,0.071711331,0.925144759,0.877302727,0.914909111,0.852134408
cg27450867,0.768207632,0.066917667,0.905639058,0.861334519,0.92876702,0.893316959
cg17343184,0.864756995,0.076686123,0.868682297,0.909280143,0.792800727,0.922628682
cg23968866,0.851429551,0.084579075,0.920938242,0.824642341,0.922373405,0.916596178
cg05194636,0.777911843,0.050436958,0.921638476,0.862558577,0.75674099,0.907341034
cg15925869,0.836817408,0.089582854,0.889178685,0.899998407,0.907398812,0.904444516
cg20778600,0.867878224,0.099741988,0.926097377,0.914378931,0.818690416,0.922844165
cg02895699,0.820265569,0.075282925,0.896789376,0.867861747,0.877493946,0.897534488
cg07393854,0.766267775,0.06609219,0.922017622,0.874400772,0.880447897,0.831077693
cg25241662,0.841823417,0.06678597,0.925330363,0.864391109,0.722861744,0.915177761
cg11692403,0.809066207,0.052399002,0.911253653,0.842498944,0.753436986,0.897332471
cg10063663,0.827560737,0.086117857,0.9212707,0.853852098,0.896842879,0.9154642
cg07351758,0.843544862,0.08367528,0.93578112,0.830423747,0.870599659,0.90947734
cg09534872,0.82737054,0.060413492,0.91673078,0.762208995,0.892632792,0.913906401
cg16366262,0.166483892,0.912077239,0.090224049,0.079845718,0.048206107,0.077993304
cg02721000,0.189233137,0.916128226,0.083819047,0.128980794,0.095144987,0.087748177
cg13044675,0.245404802,0.955401818,0.092243678,0.247399024,0.039566154,0.098957571
cg01641792,0.186553943,0.89178825,0.063339426,0.117941606,0.021732141,0.065672458
cg21361094,0.159216367,0.921078502,0.058781682,0.241893419,0.017319044,0.184854365
cg03892838,0.164473953,0.894181753,0.053211412,0.136838355,0.107616479,0.122319207
cg16179938,0.22831676,0.904748612,0.085195706,0.100664666,0.067040095,0.144881964
cg06381803,0.138927507,0.857335776,0.063716748,0.064422727,0.047577193,0.066679328
cg05857996,0.264062736,0.951670413,0.105572462,0.205410352,0.078968439,0.232691599
cg18759102,0.317197422,0.902213702,0.053187439,0.064100337,0.023381753,0.299118741
cg18069290,0.248406315,0.931749628,0.10992017,0.231904641,0.017655144,0.17100858
cg25356504,0.149824,0.889116504,0.209242771,0.075493914,0.06343281,0.047117889
cg22844229,0.154414002,0.859975334,0.068997898,0.120199678,0.020829821,0.079346392
cg01529365,0.134124604,0.836042767,0.04090239,0.079419922,0.021510146,0.072596625
cg11566394,0.25388499,0.919376827,0.120590221,0.168059494,0.048186989,0.19887445
cg14494721,0.277576308,0.931242783,0.124139053,0.232508201,0.016954865,0.179727094
cg03728296,0.252408619,0.923324983,0.131462998,0.218061759,0.042554343,0.131038994
cg15843262,0.162043143,0.849826839,0.093712668,0.084261336,0.018222734,0.129901535
cg04963424,0.224424424,0.89144541,0.102273101,0.174085513,0.016658523,0.144028883
cg08052226,0.19692474,0.868597066,0.094478345,0.112347008,0.080788226,0.106475608
cg26279021,0.30300647,0.892135893,0.065096707,0.093417791,0.038893069,0.41312337
cg00764796,0.238996881,0.897729736,0.118092459,0.15409498,0.134433479,0.119736207
cg24183324,0.109408414,0.817639034,0.056435629,0.114369198,0.039519691,0.046314913
cg27457284,0.139189921,0.84446386,0.061714854,0.19180911,0.03042275,0.059853939
cg05825244,0.28408836,0.966522431,0.142932767,0.410136328,0.020499113,0.200603009
cg12390895,0.186131634,0.840442029,0.076929412,0.112998156,0.042238843,0.083919804
cg16754678,0.16286036,0.862749086,0.111274812,0.183771562,0.064500337,0.107821562
cg06943912,0.435837604,0.932631006,0.09295502,0.097739066,0.254423237,0.098717352
cg18403361,0.401515207,0.896223863,0.084059526,0.116311589,0.036761941,0.227897705
cg02925367,0.304204532,0.88641378,0.044574744,0.22042637,0.02566694,0.258217177
cg09988738,0.372554465,0.903868957,0.098917687,0.144625004,0.043026432,0.308705179
cg09275704,0.205020391,0.849854368,0.09693058,0.146829681,0.044899844,0.163628932
cg06668065,0.338034761,0.960085296,0.095373379,0.42180618,0.036121066,0.26710634
cg13340765,0.460252197,0.916082219,0.036709714,0.057179445,0.031256507,0.779595154
cg26089877,0.274861916,0.945289394,0.17425755,0.38182819,0.031315115,0.161729202
cg13247398,0.17605557,0.853447171,0.091111401,0.110827939,0.08420206,0.437745553
cg20116828,0.429587821,0.938301054,0.104170897,0.21344159,0.02802125,0.397584065
cg17097782,0.215103559,0.854649177,0.058534929,0.213985457,0.019719251,0.217009614
cg26100986,0.16538632,0.896536592,0.075626708,0.433021973,0.033948397,0.100506641
cg00218447,0.252264069,0.844523983,0.073805043,0.143065229,0.025447488,0.154752454
cg04904385,0.238372323,0.821171455,0.038096434,0.069531218,0.024243843,0.295404281
cg06631310,0.084559171,0.782845413,0.051773392,0.0869257,0.09332188,0.058353617
cg21127735,0.262712331,0.87417987,0.116798825,0.202471573,0.030865512,0.172044189
cg14683380,0.279550913,0.925296983,0.188438987,0.306219369,0.043769555,0.172670459
cg11064034,0.340686457,0.895809419,0.07039953,0.197430088,0.046033124,0.370813771
cg15415259,0.177831647,0.902984952,0.270423387,0.185439494,0.203216246,0.08601196
cg11430077,0.179380222,0.890376402,0.356411993,0.126172298,0.08191685,0.083058514
cg06088745,0.201093113,0.809971547,0.060784308,0.10594952,0.053105879,0.118887648
cg12765064,0.238740731,0.954288983,0.205492985,0.455333144,0.101942686,0.101375338
cg00700412,0.281886247,0.887456176,0.21163961,0.096452376,0.128706255,0.270294529
cg03663120,0.95859179,0.96506006,0.126250015,0.963252343,0.936026303,0.963023113
cg06125903,0.933655178,0.950942167,0.102843338,0.924679201,0.878287641,0.955489755
cg24788483,0.939429629,0.95502348,0.111255689,0.946000121,0.849096355,0.95359893
cg15310871,0.917598558,0.923660223,0.11218428,0.936075032,0.962485592,0.939123599
cg05923857,0.947264269,0.968233215,0.144764139,0.944575669,0.873707655,0.968475221
cg23755933,0.931810807,0.951227284,0.1498971,0.951742525,0.942913683,0.95159827
cg12655112,0.940193411,0.957581861,0.131656292,0.931702355,0.797485865,0.960946736
cg13980609,0.915919791,0.909477512,0.094707103,0.926320213,0.681290077,0.923556106
cg10480329,0.924213563,0.886690554,0.131792437,0.906901483,0.942719122,0.940402841
cg22503106,0.945198439,0.971674519,0.178068668,0.965891428,0.93787209,0.95636468
cg00828556,0.838524773,0.966384515,0.11418524,0.967004987,0.753235707,0.794016721
cg16429499,0.88516216,0.942185283,0.120144033,0.933569954,0.765265994,0.881205718
cg03313271,0.926363984,0.940369028,0.154280718,0.923872018,0.889070685,0.940843621
cg22900266,0.940908856,0.958578032,0.153755194,0.952676113,0.737723249,0.962051715
cg03727754,0.831695219,0.956595823,0.117867683,0.952786219,0.792310376,0.717955809
cg05584070,0.907521841,0.915339842,0.137028481,0.910712476,0.808468474,0.913511938
cg18563860,0.908972762,0.931834884,0.145079008,0.911332303,0.823451546,0.921164061
cg16636767,0.896948471,0.928251105,0.155661781,0.913111262,0.907836035,0.922923757
cg15235987,0.890624701,0.91101098,0.130897605,0.905687046,0.804591472,0.897096657
cg09977847,0.882917161,0.89582852,0.12472707,0.878553714,0.841061032,0.907537097
cg22666015,0.902304011,0.797589101,0.104169473,0.922900608,0.746463626,0.92870135
cg23403750,0.887729841,0.919998582,0.139438293,0.905254247,0.864550002,0.835989113
cg02182476,0.917902161,0.918674095,0.140625521,0.925494426,0.73662835,0.937032291
cg24448340,0.909279376,0.930543326,0.121232941,0.931754866,0.605373658,0.90584523
cg11231069,0.962823976,0.975658856,0.212197373,0.974896543,0.91155722,0.983424085
cg08428868,0.894794779,0.914458797,0.143265285,0.908365305,0.808768604,0.908395867
cg25344401,0.918222338,0.887623877,0.15131043,0.933798518,0.815821469,0.921808037
cg09322573,0.908324106,0.922916648,0.152210672,0.913867002,0.793223445,0.92626151
cg16227748,0.908055878,0.929471707,0.088160021,0.915659683,0.34240385,0.930849404
cg22185977,0.863405716,0.927321367,0.141582517,0.911489016,0.762880575,0.945984139
cg21638533,0.913472301,0.925444186,0.154066623,0.907706841,0.741445546,0.929914603
cg17183174,0.897861094,0.856626489,0.121014903,0.897117873,0.67841069,0.921258602
cg11236746,0.916759617,0.930660744,0.136878747,0.936719951,0.543242134,0.946236968
cg14134003,0.89052223,0.923891361,0.140355207,0.912003781,0.672942419,0.917963526
cg24637417,0.890150109,0.906810278,0.118240576,0.842619666,0.678305746,0.912595685
cg13673563,0.924920853,0.934628852,0.188555302,0.928695314,0.870367902,0.939671807
cg25596405,0.953603203,0.959743023,0.179335919,0.934438848,0.689092319,0.963488429
cg01117339,0.917442512,0.935159064,0.143700852,0.913227815,0.59555754,0.944146693
cg02889869,0.896813793,0.916979018,0.153812732,0.915378877,0.734329749,0.91947011
cg11953794,0.946468064,0.95607955,0.148039767,0.952352613,0.448917173,0.956753196
cg11186858,0.940557798,0.939362224,0.153400872,0.712473202,0.9365935,0.957633893
cg02041484,0.910355976,0.923017597,0.161429114,0.907382662,0.737449434,0.922075853
cg02889973,0.879466866,0.747802377,0.101403736,0.897041135,0.718404485,0.908333616
cg21440776,0.883488402,0.902699508,0.151990558,0.896561787,0.77852053,0.898614117
cg20610950,0.929562467,0.923072863,0.141163649,0.68667849,0.93250683,0.946582211
cg01440934,0.904533778,0.921617866,0.165604892,0.889424628,0.797731325,0.920777572
cg11939496,0.921672004,0.925813475,0.147533028,0.890492566,0.62908845,0.942623729
cg23666117,0.927240723,0.924242253,0.168459351,0.923678583,0.709619379,0.929653835
cg15694422,0.954158665,0.89195321,0.180344603,0.961464949,0.717023767,0.963582049
cg05223392,0.88486537,0.893120393,0.134103194,0.84707031,0.751702333,0.904576094
cg09994756,0.06636295,0.088415319,0.87011216,0.058053177,0.346184979,0.047900787
cg16002660,0.055875734,0.043265873,0.854495256,0.046124956,0.414667033,0.038403733
cg15488596,0.082438685,0.117282876,0.873227429,0.088154941,0.308253812,0.053302662
cg25911551,0.063164934,0.045132365,0.84552028,0.100990954,0.271362074,0.072789106
cg24134182,0.055441073,0.048075364,0.86043807,0.078359405,0.43767072,0.045593947
cg24859236,0.089715583,0.074252556,0.88458938,0.078791051,0.535492467,0.07166609
cg11708690,0.117466692,0.076902379,0.86090785,0.073026097,0.33605805,0.13494048
cg08426898,0.096275408,0.069377425,0.857239331,0.114205507,0.347353833,0.091226906
cg16265717,0.062306777,0.066420561,0.854220127,0.049818592,0.578644682,0.041670067
cg15118447,0.212212476,0.072586408,0.909089374,0.088252494,0.525659293,0.224200324
cg02466924,0.088768573,0.060095444,0.877331608,0.079910885,0.633064253,0.097199105
cg24627325,0.109374007,0.070844942,0.864669363,0.205633286,0.290755335,0.097351642
cg23553576,0.069241495,0.055394032,0.873863614,0.070400831,0.6901126,0.078758467
cg26165286,0.057151169,0.045120569,0.866054674,0.061441406,0.706787737,0.047260357
cg08482167,0.074091372,0.065511609,0.895448516,0.067059812,0.832490976,0.063571619
cg07226481,0.145463859,0.168127177,0.857508571,0.085964145,0.212151608,0.160366413
cg16934235,0.061099041,0.101665421,0.834136856,0.112974932,0.252863536,0.200473288
cg15408889,0.058252676,0.050681256,0.830343997,0.274377661,0.12158044,0.038873002
cg19884556,0.077971658,0.056768022,0.79121668,0.075701763,0.156573209,0.055778796
cg16018921,0.070509952,0.050425354,0.875855916,0.088256544,0.732781857,0.05320849
cg22594214,0.09161296,0.098683907,0.821836517,0.054757389,0.284351076,0.134460742
cg04462561,0.099756867,0.05083014,0.830765665,0.076087365,0.243489524,0.425899475
cg03985360,0.062639462,0.050367706,0.87623348,0.050128312,0.750722108,0.215794422
cg16786640,0.097753762,0.057551771,0.904829121,0.149137121,0.761885644,0.080368159
cg26543150,0.068568713,0.048372468,0.87464157,0.052558121,0.855349845,0.061390498
cg08640619,0.062477922,0.049083049,0.860921226,0.049161558,0.791990791,0.043827822
cg06436504,0.071618751,0.07678703,0.905148837,0.117784031,0.911648778,0.053812381
cg00404923,0.062361326,0.045931602,0.843322981,0.066224419,0.665241795,0.054603852
cg08407014,0.077383547,0.062453318,0.885633899,0.06183009,0.906150637,0.050176065
cg11217193,0.253784696,0.100802136,0.91634837,0.114849939,0.356973107,0.702416325
cg07413957,0.321694485,0.071207766,0.877409256,0.090503811,0.273269143,0.269442618
cg04376782,0.072481999,0.129714514,0.851121628,0.062421453,0.579727538,0.056663246
cg11559446,0.078546723,0.057363144,0.861851013,0.072050418,0.654492506,0.264191827
cg00173005,0.064422487,0.160756253,0.867344896,0.09564766,0.603444898,0.043042012
cg11118690,0.053307196,0.040482539,0.840277177,0.058413553,0.717679196,0.048080011
cg10852876,0.053479528,0.040466052,0.870679142,0.042788386,0.953221351,0.036113147
cg05869611,0.181853534,0.072853659,0.836034723,0.086032426,0.269734803,0.260794024
cg08015382,0.081829541,0.255408194,0.874485405,0.056386448,0.377788556,0.390548157
cg17200810,0.067686529,0.067621758,0.859981818,0.047853331,0.826619745,0.03862722
cg05777583,0.074615779,0.077925017,0.821204341,0.09389578,0.457367116,0.045322828
cg01275661,0.092182876,0.270720401,0.831351518,0.071713972,0.207668343,0.045798726
cg20169521,0.04759896,0.05482584,0.848606367,0.051392103,0.815531868,0.037454919
cg00482162,0.126323482,0.102973866,0.86787654,0.100188282,0.605384828,0.12070028
cg04874286,0.066940929,0.054348186,0.872005432,0.055802427,0.932397351,0.052458444
cg07093674,0.03531254,0.034792261,0.813957889,0.028743375,0.698205771,0.030157025
cg13764350,0.098016586,0.083327145,0.874584639,0.106884941,0.740951236,0.102359685
cg08870914,0.08685389,0.07260743,0.87428067,0.07520873,0.849689901,0.079486078
cg23898497,0.043458922,0.037288452,0.81795164,0.03798187,0.701295831,0.031912327
cg22871947,0.060476818,0.06268999,0.8814713,0.089822592,0.956474954,0.045522562
cg27023962,0.104469242,0.398331792,0.895635997,0.070687879,0.396003482,0.129753433
cg13501446,0.886228068,0.922251483,0.959236721,0.074449246,0.954487525,0.934076692
cg01275887,0.850713412,0.903062559,0.873372555,0.049739091,0.956361212,0.89363678
cg04686264,0.883250309,0.939358351,0.948583713,0.085968448,0.907132142,0.939138856
cg14534089,0.871019814,0.843539673,0.953351787,0.070771419,0.940641414,0.946861829
cg09159452,0.882611268,0.942251524,0.963254816,0.10154832,0.896838946,0.956385137
cg20282303,0.913775095,0.906646663,0.972970937,0.114019268,0.960670197,0.956097916
cg22014112,0.932514752,0.873898303,0.96884968,0.107496239,0.930951084,0.96985928
cg10507988,0.895598913,0.947787631,0.95101332,0.111203648,0.928242513,0.936104439
cg02571204,0.871890722,0.923763683,0.952016313,0.093750207,0.853260707,0.94507211
cg14196395,0.946375183,0.957503901,0.975791875,0.153018034,0.958030956,0.976242262
cg24334634,0.892420972,0.938228262,0.944496709,0.122945815,0.937614549,0.942066644
cg06282596,0.879001503,0.883526172,0.92149616,0.102768889,0.959137328,0.931102619
cg22853713,0.883352214,0.955697287,0.950845536,0.114009454,0.874603247,0.876480685
cg12711755,0.838337302,0.924394587,0.8440541,0.064412969,0.839867112,0.92200997
cg18236877,0.848418061,0.884347455,0.888153571,0.070900026,0.883384066,0.860356619
cg08368520,0.878903241,0.897258352,0.914494773,0.087402648,0.852820095,0.896556424
cg20568402,0.8920949,0.924390647,0.927414188,0.114865612,0.915786985,0.930405908
cg09709142,0.929811254,0.911190467,0.964681484,0.141341156,0.956051185,0.958845776
cg07076109,0.912332465,0.938217982,0.941523161,0.127135889,0.890120211,0.936010456
cg04234758,0.918655908,0.959431254,0.850920235,0.121286976,0.947920891,0.955929571
cg00535785,0.940676432,0.963076808,0.967823912,0.160596458,0.958118247,0.955549913
cg16094026,0.853556755,0.942244995,0.896341934,0.109574136,0.932786699,0.926034079
cg04206484,0.950268248,0.968879068,0.975325319,0.171728933,0.972696797,0.970586606
cg27177779,0.883109914,0.807158424,0.944092316,0.096287066,0.926109645,0.955690958
cg21496803,0.86233231,0.965357328,0.965334211,0.140318234,0.927841006,0.942186508
cg19960891,0.91941592,0.900387759,0.956551364,0.121859193,0.81974083,0.954271504
cg22618405,0.894726535,0.795066872,0.92703385,0.0961525,0.933705796,0.912332312
cg23557746,0.916799619,0.91321518,0.937562961,0.138568805,0.933922831,0.935739868
cg13997788,0.864763024,0.899089432,0.942142677,0.101211355,0.799333707,0.909885473
cg06767326,0.914680829,0.939532401,0.9407,0.149231868,0.936331195,0.932997877
cg16345114,0.913608108,0.92958662,0.945041865,0.150012887,0.941472228,0.944182882
